state,county_state,county_fips_code,urbanicity_2,65_plus_yn,COUNT
TX,"NICHOLAS, KY",21181,Non-metro counties,N,1
IN,"ELKHART, AK",,,N,1
KS,"CLARK, IN",20025,Non-metro counties,N,1
VT,"CLARK, WA",53011,Metro counties,N,2
AL,"CLARK, WA",53011,Metro counties,N,2
TN,"RANDOLPH, TN",,,N,1
TN,"WILLIAMSON, IL",17199,Metro counties,Y,1
VT,"KING, WA",53033,Metro counties,N,6
TN,"DAVIDSON, NJ",,,N,1
TN,"DAVIDSON, MA",47037,Metro counties,N,2
VT,"CLAY, VT",12019,Metro counties,Y,1
VT,"TAYLOR, TX",48441,Metro counties,N,2
IN,"BARTHOLOMEW, MA",,,N,1
IN,"BERKELEY, SC",45015,Metro counties,Y,1
VI,"JACKSON, MO",29095,Metro counties,N,1
GA,"COSTILLA, CO",08023,Non-metro counties,N,1
TN,"CARROLL, TN",28015,Non-metro counties,N,11
MT,"GALLATIN, IL",17059,Non-metro counties,N,1
AL,"MOBILE, AR",01097,Metro counties,N,1
TN,"MEEKER, MN",27093,Non-metro counties,Y,1
AR,"BOURBON, KS",20011,Non-metro counties,N,3
TX,"JEFFERSON, MS",28063,Non-metro counties,N,1
TN,"HANCOCK, GA",13141,Non-metro counties,N,1
IN,"KENT, MI",26081,Metro counties,Y,1
NM,"UPSHUR, WV",54097,Non-metro counties,N,1
KY,"ADAIR, KS",21001,Non-metro counties,N,1
FL,"PALM BEACH, OH",12099,Metro counties,N,1
GA,"RIVERSIDE, CA",06065,Metro counties,N,1
AL,"MOBILE, NJ",01097,Metro counties,N,1
KY,"POPE, IL",17151,Non-metro counties,Y,1
ME,"CUMBERLAND, ME",37051,Metro counties,Y,1
TN,"ALLEGHANY, NC",51005,Non-metro counties,Y,1
VA,"OCEAN, NJ",34029,Metro counties,N,1
TN,"SUMTER, SC",45085,Metro counties,N,1
VT,"NASSAU, NY",36059,Metro counties,Y,3
TX,"CASS, ND",38017,Metro counties,N,4
IN,"SARPY, NE",31153,Metro counties,N,1
MT,"COLUMBIA, FL",12023,Non-metro counties,N,1
TN,"MCDUFFIE, GA",13189,Metro counties,N,1
VA,"SULLIVAN, VA",47163,Metro counties,N,1
VT,"ANOKA, MN",27003,Metro counties,N,1
VT,"INDIAN RIVER, FL",12061,Metro counties,Y,2
NM,"DALLAM, TX",48111,Non-metro counties,Y,1
IN,"MONROE, PA",18105,Metro counties,N,2
IN,"RICHLAND, IN",17159,Non-metro counties,N,1
VA,"CHEMUNG, NY",36015,Metro counties,N,1
TN,"JACKSON, LA",22049,Non-metro counties,Y,1
TN,"NASSAU, FL",12089,Metro counties,N,1
AR,"IBERIA PARISH, LA",,,N,2
IN,"WAYNE, OR",,,N,1
AR,"PICKENS, GA",13227,Metro counties,N,1
AL,GA,,,Y,1
AR,"OSCEOLA, FL",12097,Metro counties,N,1
AL,"TALLAPOOSA, GA",01123,Non-metro counties,N,2
TX,"FRANKLIN, WA",53021,Metro counties,N,1
TN,"HAMILTON, CO",,,N,1
VT,"KINGS, VT",36047,Metro counties,N,4
DE,"WICOMICO, MD",24045,Metro counties,N,2
TX,"SCOTT, IA",19163,Metro counties,N,5
KY,"DAVIESS, IN",18027,Non-metro counties,Y,1
TX,"JO DAVIESS, IL",17085,Non-metro counties,N,1
NM,"NORFOLK, MA",25021,Metro counties,N,1
MD,"NATRONA, WY",56025,Metro counties,N,1
TX,"KLAMATH, OR",41035,Non-metro counties,N,2
AR,"POLK, TX",48373,Non-metro counties,N,2
TN,"ANDERSON, SC",45007,Metro counties,N,3
TN,"HOWARD, MD",24027,Metro counties,N,1
OH,CO,,,Y,1
TX,"KEMPER, MS",28069,Non-metro counties,N,1
TN,"OSCEOLA, FL",12097,Metro counties,Y,2
AR,"CLAY, MS",28025,Non-metro counties,N,1
MT,"TUSCOLA, MI",26157,Non-metro counties,N,1
GU,"KARNES, TX",48255,Non-metro counties,N,1
MT,"GREENVILLE, SC",45045,Metro counties,N,1
TN,"HENDERSON, MS",,,N,1
TX,"DANVILLE CITY, VA",51590,Non-metro counties,N,1
SC,"BROWN, KS",20013,Non-metro counties,N,1
NM,"KING, WA",53033,Metro counties,Y,1
TN,"DODGE, WI",55027,Non-metro counties,N,1
VI,GA,,,Y,1
TN,"DAVIDSON, IL",,,N,1
IN,"BOONE, NJ",,,N,1
TN,"SURRY, VA",51181,Non-metro counties,Y,1
IN,"VANDERBURGH, OK",,,N,1
AL,"KENOSHA, AL",55059,Metro counties,N,1
CO,"LARIMER, OH",08069,Metro counties,N,1
AR,"ALLEN PARISH, LA",,,Y,1
IN,"LAKE, NJ",,,N,1
AL,"FAYETTE, AL",18041,Non-metro counties,N,1
AR,"LIVINGSTON, NY",36051,Metro counties,N,1
AR,"RANKIN, MS",28121,Metro counties,Y,1
MD,"FAYETTE, IN",18041,Non-metro counties,N,1
VT,"JOSEPHINE, NY",,,N,1
PR,"HUDSON, NJ",34017,Metro counties,N,2
GA,"ACCOMACK, VA",51001,Non-metro counties,Y,1
MT,"POLK, MO",29167,Metro counties,Y,1
VT,"CHITTENDEN, TX",50007,Metro counties,Y,1
UT,WY,,,N,1
KS,WI,,,Y,3
TX,"CALCASIEU, LA",22019,Metro counties,Y,2
MT,"MARSHALL, SD",46091,Non-metro counties,Y,1
NM,"CALCASIEU, LA",22019,Metro counties,Y,1
CO,"MESA, CA",08077,Metro counties,N,1
TX,"WINDSOR, VT",50027,Non-metro counties,N,1
VT,"CALCASIEU, LA",22019,Metro counties,N,1
TN,"DAVIDSON, NC",37057,Metro counties,Y,2
AL,"WASHINGTON, UT",49053,Metro counties,N,1
KY,"MADISON, SC",21151,Non-metro counties,N,1
TX,"ALBEMARLE, VA",51003,Metro counties,N,3
FL,"MANATEE, FO",12081,Metro counties,N,1
AL,"DAVIDSON, NC",37057,Metro counties,N,2
TN,"MCLENNAN, TX",48309,Metro counties,N,1
TX,"WABASH, IL",17185,Non-metro counties,N,1
KY,"CONTRA COSTA, KY",06013,Metro counties,N,1
TN,"DISTRICT OF COLUMBIA, DC",11001,Metro counties,Y,1
TN,"DUPAGE, IL",17043,Metro counties,N,3
NM,"AIKEN, SC",45003,Metro counties,N,1
TN,"DUVAL, FL",12031,Metro counties,Y,1
TX,"ADAMS, PA",42001,Metro counties,N,1
TX,"DICKSON, TN",47043,Metro counties,N,1
AL,"SALINE, AR",05125,Metro counties,N,1
NM,"WILSON, TX",48493,Metro counties,N,1
IN,"KOSCIUSKO, AZ",,,Y,1
IN,"FRANKLIN, LA",22041,Non-metro counties,N,1
IN,"MONROE, SC",,,N,1
GA,"ST. LANDRY, LA",22097,Non-metro counties,Y,1
OH,MD,,,N,3
AR,"OTTAWA, AR",,,N,1
NM,"JEFFERSON, NY",36045,Metro counties,N,1
IN,"VIGO, HI",,,Y,1
IN,"ALLEN, GA",,,Y,4
IN,"VIGO, MN",,,N,2
KY,"JEFFERSON, KY",20087,Metro counties,N,3
NM,"ADA, ID",16001,Metro counties,N,2
TX,"LIVINGSTON, MI",26093,Metro counties,N,3
MT,"CLATSOP, OR",41007,Non-metro counties,N,1
TN,"WAYNE, IN",18177,Non-metro counties,N,1
KY,"WAKE, NC",37183,Metro counties,N,1
VT,"LAMOILLE, CA",,,N,1
PR,"LOS ANGELES, CA",06037,Metro counties,N,1
TN,"FRANKLIN, TN",19069,Non-metro counties,Y,1
TN,"LE FLORE, OK",40079,Metro counties,N,2
AR,"CRAWFORD, MO",29055,Non-metro counties,N,1
AL,"KOSCIUSKO, IN",18085,Non-metro counties,N,2
MT,"BOISE, ID",16015,Metro counties,Y,1
VT,"PAYETTE, ID",16075,Non-metro counties,Y,2
AL,"SAN JOAQUIN, CA",06077,Metro counties,N,1
IN,"CASS, MI",26027,Metro counties,Y,1
IN,"CLINTON, OH",18023,Non-metro counties,Y,1
TX,"PERRY, MS",28111,Metro counties,N,1
PR,"FRANKLIN, OH",39049,Metro counties,Y,1
TX,"MCMINN, TX",47107,Non-metro counties,N,1
VT,"ST. LAWRENCE, VT",36089,Non-metro counties,N,1
MP,FM,,,Y,1
AR,"RUSSELL, AL",01113,Metro counties,N,1
AR,"ALLEN, KS",20001,Non-metro counties,Y,1
TN,"DAVIDSON, AR",,,N,1
AL,"JOHNSTON, AL",37101,Metro counties,N,1
TN,"HALE, AL",01065,Metro counties,N,1
MT,"ALLEN, KS",20001,Non-metro counties,N,1
SC,"HIGHLANDS, FL",12055,Metro counties,N,1
VT,"WASHINGTON, MA",50023,Non-metro counties,N,1
TN,"COBB, GA",13067,Metro counties,Y,1
VT,"MARTIN, FL",12085,Metro counties,N,1
AL,"WASHINGTON, VT",50023,Non-metro counties,N,1
AR,"VENTURA, AR",,,Y,1
AR,"UNION, SD",46127,Metro counties,N,1
TX,TN,,,Y,2
VT,"GRAFTON, VT",33009,Non-metro counties,Y,1
KY,"CITRUS, FL",12017,Metro counties,Y,1
NM,"POTTAWATOMIE, OK",40125,Non-metro counties,Y,1
FL,"MIAMI-DADE, NH",12086,Metro counties,N,2
TX,"POWELL, MT",30077,Non-metro counties,N,1
FL,"ALACHUA, VA",12001,Metro counties,N,1
TN,"ALLEGHENY, PA",42003,Metro counties,N,3
MT,"HUNT, TX",48231,Metro counties,N,1
TX,"BUTTE, CA",06007,Metro counties,N,4
FL,"MIAMI-DADE, KS",12086,Metro counties,N,1
AL,"CUYAHOGA, AL",39035,Metro counties,N,3
TX,"CHURCHILL, NV",32001,Non-metro counties,N,2
PR,"WESTERN DISTRICT, AS",60050,,N,1
IN,"GREENE, OH",39057,Metro counties,N,2
AR,"GAINES, TX",48165,Non-metro counties,N,2
MT,"BETHEL, AK",02050,Non-metro counties,N,1
VT,"SUFFOLK CITY, VA",51800,Metro counties,N,1
IN,"MCLEAN, IL",17113,Metro counties,N,1
AR,"KENDALL, IL",17093,Metro counties,N,1
AL,"FORREST, MS",28035,Metro counties,N,7
AR,"CHAMPAIGN, OH",39021,Non-metro counties,N,2
TN,"ALACHUA, FL",12001,Metro counties,Y,1
KY,"MIAMI-DADE, FL",12086,Metro counties,N,1
KY,"DAVIESS, AZ",21059,Metro counties,N,1
KY,"MCPHERSON, KS",20113,Non-metro counties,N,1
TN,"CARTER, KY",21043,Non-metro counties,Y,2
TX,"CLAY, MO",48077,Metro counties,N,1
VT,"PIMA, AZ",04019,Metro counties,Y,1
AR,"FRANKLIN, VA",51067,Metro counties,N,1
IN,"TIPPECANOE, CA",18157,Metro counties,N,1
IN,"DELAWARE, OH",18035,Metro counties,N,1
NM,"DAWSON, TX",48115,Non-metro counties,Y,1
FL,"OKALOOSA, UT",12091,Metro counties,N,1
NM,"SANTA ROSA, FL",12113,Metro counties,N,1
FL,"PASCO, NJ",12101,Metro counties,Y,1
PR,"BROWN, WI",55009,Metro counties,N,1
TN,"NEOSHO, KS",20133,Non-metro counties,N,1
TX,"WHITE, IL",17193,Non-metro counties,N,1
AL,"SUMNER, AL",47165,Metro counties,N,3
NM,"UMATILLA, OR",41059,Non-metro counties,N,1
IN,"MARION, GA",13197,Metro counties,Y,3
KS,"LINN, MO",20107,Metro counties,N,1
IN,"MARION, IL",18097,Metro counties,N,1
KY,"FRANKLIN, IN",18047,Non-metro counties,Y,2
AL,"MAHASKA, IA",19123,Non-metro counties,N,1
TX,"ROWAN, NC",37159,Metro counties,N,1
MT,"SEQUOYAH, OK",40135,Metro counties,N,1
CO,"ARAPAHOE, CA",08005,Metro counties,N,1
AL,"MINGO, WV",54059,Non-metro counties,N,1
TN,"PUTNAM, WV",54079,Metro counties,N,1
MT,"GASCONADE, MO",29073,Non-metro counties,N,1
AL,"TUSCALOOSA, MD",01125,Metro counties,N,1
TX,"FRANKLIN, NE",31061,Non-metro counties,Y,1
TX,"STEVENS, KS",20189,Non-metro counties,Y,1
TN,"GREENE, NY",36039,Non-metro counties,N,1
NM,"MIDDLESEX, MA",25017,Metro counties,Y,1
TX,"ATCHISON, MO",29005,Non-metro counties,N,1
AL,"PLAQUEMINES, LA",22075,Metro counties,N,3
AR,"SKAGIT, WA",53057,Metro counties,N,1
KY,"CALLOWAY, MO",21035,Non-metro counties,N,1
TN,"FRANKLIN, MS",28037,Non-metro counties,Y,1
TX,"UNION, MS",28145,Non-metro counties,N,2
KY,"TOMPKINS, NY",36109,Metro counties,N,1
TN,"LOWNDES, MS",28087,Non-metro counties,Y,1
TN,"CLAY, GA",13061,Non-metro counties,N,1
TN,"NEWPORT, RI",44005,Metro counties,N,1
NM,"GUAYAMA, PR",72057,,N,1
NM,"PRINCE GEORGE'S, MD",24033,Metro counties,N,1
MT,"POLK, GA",13233,Non-metro counties,Y,1
TN,"SCOTT, KY",21209,Metro counties,N,3
VA,"CARVER, MN",27019,Metro counties,N,1
TN,"WHITLEY, IN",18183,Metro counties,N,1
IN,"SCOTT, KY",21209,Metro counties,N,2
AR,"LOWNDES, MS",28087,Non-metro counties,N,1
TX,"SMYTH, VA",51173,Non-metro counties,N,1
IN,"RANDOLPH, IL",17157,Non-metro counties,N,1
NM,"ADA, ID",16001,Metro counties,Y,1
MT,"HOOD, TX",48221,Metro counties,N,1
MT,"NEW KENT, VA",51127,Metro counties,N,1
TN,"NEWAYGO, MI",26123,Non-metro counties,N,1
IN,"JEFFERSON, AL",18077,Non-metro counties,N,1
AL,"HARTFORD, CT",09003,Metro counties,N,2
AL,"FORSYTH, AL",37067,Metro counties,N,1
AL,"WILLIAMS, AL",38105,Non-metro counties,N,1
IN,"DARKE, IN",39037,Non-metro counties,N,2
NM,"SOLANO, CA",06095,Metro counties,N,1
TX,"BOX BUTTE, NE",31013,Non-metro counties,N,1
NM,"SULLIVAN, PA",42113,Non-metro counties,N,1
AL,"PICKENS, GA",13227,Metro counties,N,1
AR,"ANDREW, MO",29003,Metro counties,Y,1
NM,"SOLANO, CA",06095,Metro counties,Y,1
VA,"TOA ALTA, PR",72135,,N,1
KS,"POTTAWATOMIE, MO",20149,Metro counties,N,1
KY,"PERRY, PA",42099,Metro counties,N,1
CO,"ARAPAHOE, AZ",08005,Metro counties,N,1
MD,"SPOTSYLVANIA, VA",51177,Metro counties,N,1
VT,"COOK, VT",17031,Metro counties,N,1
AR,"WASHINGTON, MD",24043,Metro counties,N,1
GA,"GRAHAM, NC",37075,Non-metro counties,Y,1
IN,"HENRY, IN",01067,Metro counties,N,1
TN,"WARREN, NY",36113,Metro counties,N,1
AL,"KNOX, TN",47093,Metro counties,Y,1
TX,"NOBLES, MN",27105,Non-metro counties,N,1
AL,"ALBANY, NY",36001,Metro counties,N,1
TX,"JOHNSON, MO",48251,Metro counties,N,1
TX,"HENRY, AL",01067,Metro counties,N,1
TX,"WASHINGTON, OK",48477,Non-metro counties,N,1
AL,"SARASOTA, FL",12115,Metro counties,Y,1
TN,"ST. JAMES, LA",22093,Metro counties,Y,1
TN,"SAN MIGUEL, CO",08113,Non-metro counties,N,3
TX,"FILLMORE, MN",27045,Metro counties,N,1
GA,"FLAGLER, FL",12035,Metro counties,Y,1
AR,"MACOMB, MI",26099,Metro counties,N,1
TX,"BONNER, ID",16017,Non-metro counties,N,1
NM,"CACHE, UT",49005,Metro counties,N,2
KY,"JEFFERSON, FL",12065,Metro counties,N,4
AR,"TANEY, MO",29213,Non-metro counties,Y,2
IN,"CAYUGA, IN",36011,Non-metro counties,N,1
TN,"WATAUGA, NC",37189,Non-metro counties,N,6
AL,"LYCOMING, PA",42081,Metro counties,N,1
KY,"CAMPBELL, CA",21037,Metro counties,Y,1
MT,"HALL, NE",31079,Metro counties,N,1
DE,"MONMOUTH, NJ",34025,Metro counties,N,1
AL,"BELL, AL",21013,Non-metro counties,N,1
AL,"CHOCTAW, MS",28019,Non-metro counties,N,3
TN,"DYER, AR",47045,Non-metro counties,N,1
PR,TX,,,Y,1
VI,"COOK, GA",13075,Non-metro counties,N,1
NM,"CASS, TX",48067,Non-metro counties,Y,1
MT,"LAKE, IL",17097,Metro counties,N,2
NM,"POLK, AR",05113,Non-metro counties,N,1
IN,"MADISON, TN",47113,Metro counties,N,1
AR,"WEBSTER, MO",29225,Metro counties,N,3
TN,"ANDERSON, TX",48001,Non-metro counties,Y,1
FL,"HILLSBOROUGH, WI",12057,Metro counties,N,1
NM,"ST. CLAIR, IL",17163,Metro counties,N,2
KS,"GRAY, TX",20069,Non-metro counties,N,2
GU,"HILLSBOROUGH, FL",12057,Metro counties,N,1
VA,"MECKLENBURG, VA",37119,Metro counties,N,2
IN,"GRANT, OH",18053,Non-metro counties,N,1
TX,"CAMPBELL, TN",47013,Metro counties,N,1
IN,"WRIGHT, MN",27171,Metro counties,N,1
TX,"TRAVIS, MD",48453,Metro counties,N,1
NM,"WRIGHT, MN",27171,Metro counties,Y,1
GA,"DALLAS, AL",01047,Non-metro counties,N,1
MT,"GEM, ID",16045,Metro counties,N,1
TN,"WHITFIELD, GA",13313,Metro counties,Y,2
IN,"LAKE, IN",47095,Non-metro counties,N,1
TN,"SIMPSON, MS",28127,Metro counties,N,1
GA,"OCONEE, SC",45073,Non-metro counties,Y,2
KY,"SULLIVAN, TN",47163,Metro counties,Y,1
NM,"SALINE, KS",20169,Non-metro counties,N,1
TN,"JEFFERSON, KY",47089,Metro counties,N,1
TN,"TUSCARAWAS, OH",39157,Non-metro counties,N,3
GA,"WAYNE, MI",26163,Metro counties,Y,1
AL,"WILLIAMSON, IL",17199,Metro counties,N,1
PR,"SEMINOLE, FL",12117,Metro counties,N,2
FL,"ORANGE, PR",12095,Metro counties,Y,1
AL,"YAKIMA, AL",53077,Metro counties,N,1
AL,"PERRY, AL",05105,Metro counties,N,1
TN,"BARROW, GA",13013,Metro counties,N,2
AL,"WILCOX, AK",01131,Non-metro counties,N,1
AR,"TIPTON, TN",47167,Metro counties,Y,1
AL,"TAMA, IA",19171,Non-metro counties,N,1
MT,"SALT LAKE, UT",49035,Metro counties,Y,1
WV,"TYLER, WV",54095,Non-metro counties,Y,2
IN,"SCOTT, PA",,,N,1
FL,"PALM BEACH, AR",12099,Metro counties,N,1
TX,"ORANGE, NY",48361,Metro counties,N,2
KY,WA,,,Y,1
IN,"GIBSON, AZ",,,Y,1
AL,"DOUGLAS, AL",13097,Metro counties,N,1
NM,"KOOTENAI, ID",16055,Metro counties,Y,1
IN,"DUBOIS, IL",,,N,2
VT,"RUTLAND, CT",,,N,1
AR,"GARVIN, OK",40049,Non-metro counties,N,1
TN,"ADAMS, OH",39001,Non-metro counties,N,1
DE,"ESSEX, NJ",34013,Metro counties,N,1
AL,"BLANCO, TX",48031,Non-metro counties,N,2
AR,"DELAWARE, OR",,,N,1
MT,"JOHNSON, IA",19103,Metro counties,N,1
OH,AE,,,N,1
GA,"ERIE, NY",36029,Metro counties,N,1
NM,"MACOMB, MI",26099,Metro counties,N,1
CO,VI,,,N,1
VT,"CHATHAM, GA",13051,Metro counties,N,1
VA,"PRINCE GEORGE'S, VA",24033,Metro counties,N,1
KY,"FAYETTE, PA",42051,Metro counties,N,1
PR,"CAGUAS, FL",72025,,N,1
MT,"BENTON, WA",53005,Metro counties,Y,1
AL,"CAPE MAY, AL",34009,Metro counties,N,1
GU,WI,,,N,1
FL,"MIAMI-DADE, UT",12086,Metro counties,Y,1
TX,"NOWATA, OK",40105,Non-metro counties,N,1
AR,"HOKE, NC",37093,Metro counties,N,1
CO,WI,,,N,1
TX,"MONROE, WV",54063,Non-metro counties,N,1
KY,"FAYETTE, NJ",21067,Metro counties,N,1
VT,"CADDO, LA",22017,Metro counties,N,1
AL,"MULTNOMAH, OR",41051,Metro counties,N,2
TN,"DELTA, MI",26041,Non-metro counties,Y,1
NM,"PIERCE, WA",53053,Metro counties,Y,1
DE,"MONROE, PA",42089,Metro counties,N,1
AL,"MORGAN, LA",01103,Metro counties,N,2
PR,"SUFFOLK, NY",36103,Metro counties,N,1
AR,"CLOUD, KS",20029,Non-metro counties,N,1
AL,"LAPEER, MI",26087,Metro counties,N,1
TN,"ELKO, NV",32007,Non-metro counties,N,1
MD,"FALLS, TX",48145,Metro counties,N,1
MP,"GUAM, GU",66010,,N,1
TN,"LYON, KY",21143,Non-metro counties,Y,1
MT,"SUMMIT, OH",39153,Metro counties,N,1
TN,"WASHINGTON, FL",12133,Non-metro counties,N,1
KY,"OAKLAND, MI",26125,Metro counties,N,1
TN,"DAVIDSON, IL",47037,Metro counties,N,2
AR,"PEARL RIVER, MS",28109,Non-metro counties,N,1
MT,"OAKLAND, MI",26125,Metro counties,N,1
KY,"UTAH, UT",49049,Metro counties,N,1
GA,"HOLMES, FL",12059,Non-metro counties,N,2
TN,"POLK, MO",29167,Metro counties,Y,1
GU,"GUAM, HI",66010,,N,2
TX,"CECIL, MD",24015,Metro counties,N,1
VT,"MCLENNAN, TX",48309,Metro counties,Y,1
AL,"STARK, AL",39151,Metro counties,N,1
AL,"WEST FELICIANA, LA",22125,Metro counties,N,1
AR,"LEE, GA",13177,Metro counties,N,1
VI,NE,,,Y,1
PR,MN,,,N,1
IN,"MONROE, ND",,,N,1
TN,"KNOX, UT",,,Y,1
PR,RI,,,N,1
IN,"NELSON, KY",21179,Non-metro counties,N,1
IN,"JEFFERSON, HI",,,N,1
MT,"NEWAYGO, MI",26123,Non-metro counties,N,1
AL,"PHILADELPHIA, AL",42101,Metro counties,N,1
TN,"POTTER, TX",48375,Metro counties,N,1
GA,"MEIGS, TN",47121,Non-metro counties,Y,1
IN,"JENNINGS, OK",,,Y,1
IN,"KOSCIUSKO, CA",,,N,1
MT,"JACKSON, OR",41029,Metro counties,N,1
TN,"ERIE, PA",42049,Metro counties,Y,1
NM,"TIPPAH, MS",28139,Non-metro counties,N,1
FL,"ORANGE, MO",12095,Metro counties,N,1
KY,"MUHLENBERG, TX",21177,Non-metro counties,N,1
AL,"BERRIEN, MI",26021,Metro counties,N,1
AL,"BOONE, AL",18011,Metro counties,N,1
MT,"RIO ARRIBA, NM",35039,Non-metro counties,Y,1
GA,"HAMILTON, OH",39061,Metro counties,N,1
MT,"BONNER, ID",16017,Non-metro counties,N,1
GA,"ST. LOUIS, MO",29189,Metro counties,N,1
NM,"TOM GREEN, TX",48451,Metro counties,Y,1
TX,"HARDIN, TN",47071,Non-metro counties,Y,3
TN,"PICKENS, GA",13227,Metro counties,Y,1
TX,"WICOMICO, MD",24045,Metro counties,N,1
FL,"LEE, MN",12071,Metro counties,Y,1
VA,"DELAWARE, PA",42045,Metro counties,N,1
IN,"WASHINGTON, OR",18175,Metro counties,Y,1
VA,"COOK, IL",17031,Metro counties,N,1
FL,"HILLSBOROUGH, NJ",12057,Metro counties,N,1
IN,"MARICOPA, IN",04013,Metro counties,N,1
MT,"ANOKA, MN",27003,Metro counties,N,2
SC,"DADE, GA",13083,Metro counties,Y,1
MT,"AMADOR, CA",06005,Non-metro counties,Y,1
MT,"TIOGA, NY",36107,Metro counties,Y,1
TN,"TELFAIR, GA",13271,Non-metro counties,N,1
TN,"SUFFOLK, NY",25025,Metro counties,N,1
TN,"TRANSYLVANIA, NC",37175,Non-metro counties,N,1
AL,"DESOTO, MS",28033,Metro counties,Y,1
UT,"LOS ANGELES, UT",06037,Metro counties,N,1
NM,"SCURRY, TX",48415,Non-metro counties,N,1
SC,"CARROLL, MD",24013,Metro counties,N,1
AL,"PRESTON, WV",54077,Metro counties,Y,1
TX,"WRIGHT, IA",19197,Non-metro counties,N,1
TX,"CHAVES, TX",35005,Non-metro counties,N,1
NM,"YORK, PA",42133,Metro counties,N,1
TN,"MADISON, VA",51113,Non-metro counties,Y,1
TN,"CATTARAUGUS, NY",36009,Non-metro counties,N,1
KY,"MONTGOMERY, KS",21173,Non-metro counties,N,1
AL,"MOBILE, CA",01097,Metro counties,N,1
NM,"OKLAHOMA, OK",40109,Metro counties,Y,1
TX,"ARMSTRONG, PA",42005,Metro counties,N,1
VA,"ANNE ARUNDEL, MD",24003,Metro counties,N,1
GU,"NORFOLK, MA",25021,Metro counties,N,1
GA,"KING, WA",53033,Metro counties,N,1
AL,"LAPORTE, IN",18091,Metro counties,N,1
IN,"KALAMAZOO, MI",26077,Metro counties,N,1
GA,"PINELLAS, FL",12103,Metro counties,Y,1
AL,"ST. MARTIN, LA",22099,Metro counties,N,1
TX,"TAYLOR, KY",21217,Non-metro counties,Y,2
TN,"BROWARD, FL",12011,Metro counties,Y,1
VT,"WAKE, NC",37183,Metro counties,N,2
TX,"MADISON, IN",18095,Metro counties,N,1
AL,"BERNALILLO, AL",35001,Metro counties,N,1
AL,"CHESTERFIELD, VA",51041,Metro counties,N,1
TX,"ST. JOHNS, FL",12109,Metro counties,N,3
TN,"RICHMOND, NY",36085,Metro counties,Y,1
AL,"DISTRICT OF COLUMBIA, AL",11001,Metro counties,N,4
AL,"MEADE, SD",46093,Metro counties,N,1
TN,"CITRUS, FL",12017,Metro counties,N,1
SC,"HENDRY, FL",12051,Non-metro counties,Y,1
MT,"MONROE, WI",55081,Non-metro counties,N,1
GA,"BUCKS, PA",42017,Metro counties,N,1
TN,"GREENE, OH",39057,Metro counties,N,1
AR,"ST. CLAIR, IL",17163,Metro counties,Y,1
AL,"STOREY, NV",32029,Metro counties,N,1
AR,"COLLIN, TX",48085,Metro counties,Y,1
TX,"HAMILTON, TN",48193,Non-metro counties,N,1
TX,"GREEN LAKE, WI",55047,Non-metro counties,N,1
AL,"PORTAGE, AL",55097,Non-metro counties,N,1
KY,"TAZEWELL, VA",51185,Non-metro counties,Y,1
KS,"CLAY, NE",20027,Non-metro counties,N,1
NM,"SUSSEX, NJ",34037,Metro counties,N,1
NM,"CASS, ND",38017,Metro counties,Y,1
KY,"NORTHAMPTON, PA",42095,Metro counties,N,1
AL,"HENRICO, AL",51087,Metro counties,N,1
IN,"BROWN, KS",20013,Non-metro counties,N,1
AR,"MONROE, PA",42089,Metro counties,N,1
GA,"JACKSON, MS",28059,Metro counties,Y,1
FL,"ST. LUCIE, IL",12111,Metro counties,Y,1
AL,"POLK, TX",48373,Non-metro counties,N,1
TX,"BLADEN, NC",37017,Non-metro counties,N,1
IN,"DUBOIS, CA",18037,Non-metro counties,N,1
KY,"HENRY, IN",18065,Non-metro counties,N,1
IN,"CAMERON, TX",48061,Metro counties,Y,1
TN,"DESCHUTES, OR",41017,Metro counties,N,1
NM,"VICTORIA, TX",48469,Metro counties,Y,1
MT,"FERRY, WA",53019,Non-metro counties,N,1
TX,"BOONE, TX",05009,Non-metro counties,N,1
VT,"WASHINGTON, RI",44009,Metro counties,N,1
VT,"HARPER, KS",20077,Non-metro counties,N,1
KY,"MADISON, FL",12079,Non-metro counties,N,1
TX,"PORTAGE, WI",55097,Non-metro counties,N,1
IN,"ORANGE, NC",37135,Metro counties,N,1
IN,"BOONE, KY",21015,Metro counties,Y,1
TN,"MCCRACKEN, KY",21145,Non-metro counties,Y,1
GA,"GULF, FL",12045,Metro counties,Y,1
DE,ME,,,N,1
KY,"ROCKCASTLE, TX",21203,Non-metro counties,N,1
GU,MH,,,N,1
DE,TN,,,Y,1
FL,"ST. LUCIE, MI",12111,Metro counties,Y,1
TX,"LEE, IL",17103,Non-metro counties,N,1
AL,"MADISON, AL",12079,Non-metro counties,N,1
TN,"WASHINGTON, RI",44009,Metro counties,N,1
GA,"HOKE, NC",37093,Metro counties,Y,1
MA,NC,,,N,2
IN,"HONOLULU, HI",15003,Metro counties,N,1
TN,"BRONX, NY",36005,Metro counties,Y,1
TX,"GULF, FL",12045,Metro counties,N,1
TX,"BARRY, MI",26015,Metro counties,N,1
AR,"ST. CLAIR, IL",17163,Metro counties,N,1
MT,"MONTEREY, CA",06053,Metro counties,Y,1
MT,"BARRY, MI",26015,Metro counties,Y,1
TN,"POLK, MO",29167,Metro counties,N,1
MT,"BLAIR, PA",42013,Metro counties,Y,1
PR,"LANCASTER, PA",42071,Metro counties,N,1
