"Notes	""State of Residence""	""State of Residence Code""	""County of Residence""	""County of Residence Code""	""Mother's Pre-pregnancy BMI""	""Mother's Pre-pregnancy BMI Code""	""Pre-pregnancy Hypertension""	""Pre-pregnancy Hypertension Code""	""Year""	""Year Code""	Births"
" CO""	""08001""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	33"
" CO""	""08001""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	276"
" CO""	""08001""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	307"
" CO""	""08001""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	210"
" CO""	""08001""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	233"
" CO""	""08005""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	28"
" CO""	""08005""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	26"
" CO""	""08005""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	271"
" CO""	""08005""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	326"
" CO""	""08005""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	181"
" CO""	""08005""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	231"
" CO""	""08013""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	12"
" CO""	""08013""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	102"
" CO""	""08013""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	107"
" CO""	""08013""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	52"
" CO""	""08013""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	41"
" CO""	""08031""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	35"
" CO""	""08031""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	46"
" CO""	""08031""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	391"
" CO""	""08031""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	408"
" CO""	""08031""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	239"
" CO""	""08031""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	274"
" CO""	""08035""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	16"
" CO""	""08035""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	103"
" CO""	""08035""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	86"
" CO""	""08035""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	45"
" CO""	""08035""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	38"
" CO""	""08041""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	39"
" CO""	""08041""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	47"
" CO""	""08041""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2020""	""2020""	380"
" CO""	""08041""	""Normal 18.5-24.9""	""2""	""No""	""2""	""2021""	""2021""	407"
" CO""	""08041""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2020""	""2020""	298"
" CO""	""08041""	""Overweight 25.0-29.9""	""3""	""No""	""2""	""2021""	""2021""	295"
" CO""	""08059""	""Underweight <18.5""	""1""	""No""	""2""	""2020""	""2020""	15"
" CO""	""08059""	""Underweight <18.5""	""1""	""No""	""2""	""2021""	""2021""	18"
